data,create_time
"{""TMP"":[1010],""HR"":[7269],""PRS"":[101300],""FS"":[29],""FX"":[2],""DO"":[12706],""wTMP"":[1620],""wPH"":[821],""WL"":[0],""wEC"":[19172],""WD"":[3752],""JD"":[12201]}",6/11/2023 13:48:54.639606+08
"{""TMP"":[1000],""HR"":[6800],""PRS"":[101200],""FS"":[65],""FX"":[5],""DO"":[12632],""wTMP"":[1640],""wPH"":[820],""WL"":[0],""wEC"":[19109],""WD"":[3752],""JD"":[12201]}",6/11/2023 13:38:49.943361+08
"{""TMP"":[980],""HR"":[6940],""PRS"":[101300],""FS"":[92],""FX"":[5],""DO"":[12800],""wTMP"":[1630],""wPH"":[820],""WL"":[0],""wEC"":[19155],""WD"":[3752],""JD"":[12201]}",6/11/2023 13:28:45.323442+08
"{""TMP"":[970],""HR"":[7190],""PRS"":[101200],""FS"":[108],""FX"":[4],""DO"":[12449],""wTMP"":[1640],""wPH"":[820],""WL"":[0],""wEC"":[19099],""WD"":[3752],""JD"":[12201]}",6/11/2023 13:18:40.670259+08
"{""TMP"":[1010],""HR"":[7480],""PRS"":[101300],""FS"":[94],""FX"":[7],""DO"":[13750],""wTMP"":[1640],""wPH"":[820],""WL"":[0],""wEC"":[19155],""WD"":[3752],""JD"":[12201]}",6/11/2023 13:08:35.645873+08
"{""TMP"":[1020],""HR"":[7800],""PRS"":[101300],""FS"":[43],""FX"":[2],""DO"":[13221],""wTMP"":[1670],""wPH"":[820],""WL"":[0],""wEC"":[19055],""WD"":[3752],""JD"":[12201]}",6/11/2023 12:58:30.898033+08
"{""TMP"":[970],""HR"":[7860],""PRS"":[101300],""FS"":[49],""FX"":[1],""DO"":[12272],""wTMP"":[1680],""wPH"":[820],""WL"":[0],""wEC"":[19036],""WD"":[3752],""JD"":[12201]}",6/11/2023 12:48:26.041837+08
"{""TMP"":[1030],""HR"":[7710],""PRS"":[101200],""FS"":[51],""FX"":[5],""DO"":[12919],""wTMP"":[1690],""WL"":[0],""wEC"":[19073],""WD"":[3752],""JD"":[12201]}",6/11/2023 12:38:21.451172+08
"{""TMP"":[1150],""HR"":[6900],""PRS"":[101200],""FS"":[69],""FX"":[5],""DO"":[13396],""wTMP"":[1690],""wPH"":[819],""WL"":[0],""wEC"":[18577],""WD"":[3752],""JD"":[12201]}",6/11/2023 12:28:14.985075+08
"{""TMP"":[1010],""HR"":[7390],""PRS"":[101200],""FS"":[85],""FX"":[4],""DO"":[12423],""wTMP"":[1710],""wPH"":[819],""WL"":[0],""wEC"":[18281],""WD"":[3752],""JD"":[12201]}",6/11/2023 12:18:10.54286+08
"{""TMP"":[1060],""HR"":[6810],""PRS"":[101100],""FS"":[99],""FX"":[2],""DO"":[13081],""wTMP"":[1710],""wPH"":[819],""WL"":[0],""wEC"":[18720],""WD"":[3752],""JD"":[12201]}",6/11/2023 12:08:06.182205+08
"{""TMP"":[1210],""HR"":[6750],""PRS"":[101100],""FS"":[72],""FX"":[7],""DO"":[13991],""wTMP"":[1710],""wPH"":[819],""WL"":[0],""wEC"":[19053],""WD"":[3752],""JD"":[12201]}",6/11/2023 11:58:01.671989+08
"{""TMP"":[1170],""HR"":[6760],""PRS"":[101200],""FS"":[84],""FX"":[4],""DO"":[13258],""wTMP"":[1720],""wPH"":[819],""WL"":[0],""wEC"":[18961],""WD"":[3752],""JD"":[12201]}",6/11/2023 11:47:58.306207+08
"{""TMP"":[2130],""HR"":[8030],""PRS"":[100700],""FX"":[6],""DO"":[13558],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:31:54.958981+08
"{""TMP"":[2130],""HR"":[8019],""PRS"":[100800],""FX"":[6],""DO"":[13560],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:30:52.218225+08
"{""TMP"":[2130],""HR"":[8030],""PRS"":[100800],""FX"":[6],""DO"":[13667],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:29:49.432256+08
"{""TMP"":[2130],""HR"":[8019],""PRS"":[100800],""FX"":[6],""DO"":[13505],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:28:46.63038+08
"{""TMP"":[2140],""HR"":[8019],""PRS"":[100800],""FX"":[6],""DO"":[13559],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:27:43.845015+08
"{""TMP"":[2140],""HR"":[8019],""PRS"":[100700],""FX"":[6],""DO"":[13609],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:26:41.041933+08
"{""TMP"":[2140],""HR"":[8019],""PRS"":[100800],""FX"":[6],""DO"":[13614],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:25:38.264097+08
"{""TMP"":[2140],""HR"":[8019],""PRS"":[100800],""FX"":[6],""DO"":[13610],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:24:35.44562+08
"{""TMP"":[2140],""HR"":[8030],""PRS"":[100800],""FX"":[6],""DO"":[13614],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:23:32.627466+08
"{""TMP"":[2140],""HR"":[8030],""PRS"":[100800],""FX"":[6],""DO"":[13615],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:22:29.79903+08
"{""TMP"":[2140],""HR"":[8030],""PRS"":[100800],""FX"":[6],""DO"":[13613],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:21:26.962209+08
"{""TMP"":[2130],""HR"":[8019],""PRS"":[100800],""FX"":[6],""DO"":[13612],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:20:24.128641+08
"{""TMP"":[2130],""HR"":[8019],""PRS"":[100800],""FX"":[6],""DO"":[13561],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:19:21.267983+08
"{""TMP"":[2130],""HR"":[8019],""PRS"":[100800],""FX"":[6],""DO"":[13560],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:18:18.423769+08
"{""TMP"":[2130],""HR"":[8040],""PRS"":[100800],""FX"":[6],""DO"":[13560],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:17:15.583581+08
"{""TMP"":[2130],""HR"":[8050],""PRS"":[100800],""FX"":[6],""DO"":[13508],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:16:12.716753+08
"{""TMP"":[2130],""HR"":[8040],""PRS"":[100800],""FX"":[6],""DO"":[13613],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:15:09.892758+08
"{""TMP"":[2130],""HR"":[8080],""PRS"":[100800],""FX"":[6],""DO"":[13559],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:14:07.027278+08
"{""TMP"":[2120],""HR"":[8090],""PRS"":[100800],""FX"":[6],""DO"":[13560],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:13:04.237632+08
"{""TMP"":[2120],""HR"":[8069],""PRS"":[100800],""FX"":[6],""DO"":[13558],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:12:01.350911+08
"{""TMP"":[2130],""HR"":[8090],""PRS"":[100800],""FX"":[6],""DO"":[13506],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:10:58.484041+08
"{""TMP"":[2120],""HR"":[8090],""PRS"":[100800],""FX"":[6],""DO"":[13560],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:09:55.620025+08
"{""TMP"":[2120],""HR"":[8110],""PRS"":[100800],""FX"":[6],""DO"":[13608],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:08:52.74362+08
"{""TMP"":[2110],""HR"":[8119],""PRS"":[100800],""FX"":[6],""DO"":[13615],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:07:16.048268+08
"{""TMP"":[2100],""HR"":[8100],""PRS"":[100900],""FX"":[6],""DO"":[13560],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:06:13.17553+08
"{""TMP"":[2100],""HR"":[8119],""PRS"":[100800],""FX"":[6],""DO"":[13666],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:05:10.308364+08
"{""TMP"":[2100],""HR"":[8119],""PRS"":[100800],""FX"":[6],""DO"":[13612],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:04:07.453123+08
"{""TMP"":[2100],""HR"":[8110],""PRS"":[100800],""FX"":[6],""DO"":[13560],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:03:04.589973+08
"{""TMP"":[2100],""HR"":[8140],""PRS"":[100900],""FX"":[6],""DO"":[13612],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:02:01.741089+08
"{""TMP"":[2100],""HR"":[8100],""PRS"":[100900],""FX"":[6],""DO"":[13557],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 12:00:58.894627+08
"{""TMP"":[2100],""HR"":[8100],""PRS"":[100900],""FX"":[6],""DO"":[13562],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:59:56.012793+08
"{""TMP"":[2100],""HR"":[8080],""PRS"":[100800],""FX"":[6],""DO"":[13613],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:58:53.204144+08
"{""TMP"":[2100],""HR"":[8090],""PRS"":[100800],""FX"":[6],""DO"":[13560],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:57:50.339776+08
"{""TMP"":[2100],""HR"":[8069],""PRS"":[100900],""FX"":[6],""DO"":[13560],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:56:47.471428+08
"{""TMP"":[2110],""HR"":[8060],""PRS"":[100800],""FX"":[6],""DO"":[13613],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:55:44.626644+08
"{""TMP"":[2120],""HR"":[8080],""PRS"":[100900],""FX"":[6],""DO"":[13560],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:54:41.784255+08
"{""TMP"":[2120],""HR"":[8130],""PRS"":[100800],""FX"":[6],""DO"":[13614],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:53:38.90659+08
"{""TMP"":[2110],""HR"":[8150],""PRS"":[100800],""FX"":[6],""DO"":[13609],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:52:36.06401+08
"{""TMP"":[2100],""HR"":[8150],""PRS"":[100900],""FX"":[6],""DO"":[13561],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:51:33.203304+08
"{""TMP"":[2100],""HR"":[8160],""PRS"":[100900],""FX"":[6],""DO"":[13555],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:50:30.341145+08
"{""TMP"":[2110],""HR"":[8190],""PRS"":[100900],""FX"":[6],""DO"":[13614],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:49:27.488446+08
"{""TMP"":[2110],""HR"":[8190],""PRS"":[100800],""FX"":[6],""DO"":[13559],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:48:24.657724+08
"{""TMP"":[2110],""HR"":[8240],""PRS"":[100900],""FX"":[6],""DO"":[13610],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:47:21.79476+08
"{""TMP"":[2100],""HR"":[8230],""PRS"":[100800],""FX"":[6],""DO"":[13614],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:46:18.943686+08
"{""TMP"":[2090],""HR"":[8250],""PRS"":[100900],""FX"":[6],""DO"":[13560],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:45:16.0933+08
"{""TMP"":[2090],""HR"":[8230],""PRS"":[100900],""FX"":[6],""DO"":[13560],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:44:13.225949+08
"{""TMP"":[2100],""HR"":[8230],""PRS"":[100900],""FX"":[6],""DO"":[13613],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:43:10.364349+08
"{""TMP"":[2110],""HR"":[8320],""PRS"":[100900],""FX"":[6],""DO"":[13557],""wTMP"":[1840],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:42:07.525322+08
"{""TMP"":[2100],""HR"":[8340],""PRS"":[100900],""FX"":[6],""DO"":[13611],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:41:04.668424+08
"{""TMP"":[2090],""HR"":[8390],""PRS"":[100900],""FX"":[6],""DO"":[13561],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:40:01.810411+08
"{""TMP"":[2080],""HR"":[8440],""PRS"":[100900],""FX"":[6],""DO"":[13562],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 11:38:59.463002+08
"{""TMP"":[1829],""HR"":[8360],""PRS"":[101300],""FX"":[6],""DO"":[13561],""wTMP"":[1840],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:22:20.296105+08
"{""TMP"":[1829],""HR"":[8360],""PRS"":[101400],""FX"":[6],""DO"":[13511],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:21:17.267878+08
"{""TMP"":[1829],""HR"":[8370],""PRS"":[101400],""FX"":[6],""DO"":[13618],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:20:14.193619+08
"{""TMP"":[1820],""HR"":[8380],""PRS"":[101400],""FX"":[6],""DO"":[13558],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:19:11.103284+08
"{""TMP"":[1829],""HR"":[8620],""PRS"":[101600],""FS"":[0],""FX"":[7],""DO"":[14744],""wTMP"":[1840],""WL"":[0],""wEC"":[18948],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:18:29.572049+08
"{""TMP"":[1810],""HR"":[8360],""PRS"":[101400],""FX"":[6],""DO"":[13559],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:18:08.013843+08
"{""TMP"":[1820],""HR"":[8610],""PRS"":[101600],""FS"":[0],""FX"":[7],""DO"":[16067],""wTMP"":[1820],""wPH"":[812],""WL"":[0],""wEC"":[18967],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:17:25.746905+08
"{""TMP"":[1810],""HR"":[8360],""PRS"":[101400],""FX"":[6],""DO"":[13560],""wTMP"":[1840],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:17:04.916725+08
"{""TMP"":[1820],""HR"":[8610],""PRS"":[101500],""FS"":[0],""FX"":[7],""DO"":[18092],""wTMP"":[1820],""wPH"":[813],""WL"":[0],""wEC"":[18954],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:16:23.692502+08
"{""TMP"":[1800],""HR"":[8360],""PRS"":[101400],""FX"":[6],""DO"":[13509],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:16:01.807583+08
"{""TMP"":[1820],""HR"":[8610],""PRS"":[101600],""FS"":[0],""FX"":[7],""DO"":[20482],""wTMP"":[1820],""wPH"":[812],""WL"":[0],""wEC"":[18990],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:15:21.651935+08
"{""TMP"":[1790],""HR"":[8350],""PRS"":[101400],""FX"":[6],""DO"":[13561],""wTMP"":[1840],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:14:58.710157+08
"{""TMP"":[1810],""HR"":[8610],""PRS"":[101500],""FS"":[0],""FX"":[7],""DO"":[22494],""wTMP"":[1810],""wPH"":[811],""WL"":[0],""wEC"":[18980],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:14:19.887145+08
"{""TMP"":[1790],""HR"":[8340],""PRS"":[101400],""FX"":[6],""DO"":[13562],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:13:55.548463+08
"{""TMP"":[1790],""HR"":[8340],""PRS"":[101400],""FX"":[6],""DO"":[13561],""wTMP"":[1850],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:12:52.386462+08
"{""TMP"":[1779],""HR"":[8340],""PRS"":[101400],""FX"":[6],""DO"":[13560],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",5/11/2023 08:11:49.887427+08
"{""TMP"":[1580],""HR"":[7069],""PRS"":[102100],""FX"":[6],""DO"":[13612],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.845407+08
"{""TMP"":[1580],""HR"":[7090],""PRS"":[102000],""FX"":[6],""DO"":[13603],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.842178+08
"{""TMP"":[1590],""HR"":[7090],""PRS"":[102000],""FX"":[6],""DO"":[13612],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.840215+08
"{""TMP"":[1590],""HR"":[7030],""PRS"":[102000],""FX"":[6],""DO"":[13555],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.83587+08
"{""TMP"":[1590],""HR"":[7030],""PRS"":[102000],""FX"":[6],""DO"":[13612],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.832153+08
"{""TMP"":[1580],""HR"":[7080],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.825723+08
"{""TMP"":[1590],""HR"":[7110],""PRS"":[102000],""FX"":[6],""DO"":[13559],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.81987+08
"{""TMP"":[1590],""HR"":[7060],""PRS"":[101900],""FX"":[6],""DO"":[13558],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.818016+08
"{""TMP"":[1590],""HR"":[7030],""PRS"":[101900],""FX"":[6],""DO"":[13556],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.814074+08
"{""TMP"":[1600],""HR"":[7010],""PRS"":[102000],""FX"":[6],""DO"":[13608],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.809158+08
"{""TMP"":[1600],""HR"":[7000],""PRS"":[102000],""FX"":[6],""DO"":[13555],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[19545],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.803831+08
"{""TMP"":[1590],""HR"":[7130],""PRS"":[102000],""FX"":[6],""DO"":[13555],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.801849+08
"{""TMP"":[1590],""HR"":[7060],""PRS"":[102000],""FX"":[6],""DO"":[13610],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.799255+08
"{""TMP"":[1590],""HR"":[7000],""PRS"":[102000],""FX"":[6],""DO"":[13554],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.791887+08
"{""TMP"":[1590],""HR"":[7000],""PRS"":[102000],""FX"":[6],""DO"":[13559],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.78847+08
"{""TMP"":[1570],""HR"":[7069],""PRS"":[102000],""FX"":[6],""DO"":[13557],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.783689+08
"{""TMP"":[1590],""HR"":[7100],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.781289+08
"{""TMP"":[1590],""HR"":[7080],""PRS"":[102100],""FX"":[6],""DO"":[13556],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.779434+08
"{""TMP"":[1590],""HR"":[7010],""PRS"":[102000],""FX"":[6],""DO"":[13559],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.77441+08
"{""TMP"":[1590],""HR"":[7030],""PRS"":[102000],""FX"":[6],""DO"":[13559],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.768168+08
"{""TMP"":[1600],""HR"":[7030],""PRS"":[102000],""FX"":[6],""DO"":[13605],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.766692+08
"{""TMP"":[1600],""HR"":[7040],""PRS"":[102000],""FX"":[6],""DO"":[13609],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.75889+08
"{""TMP"":[1600],""HR"":[7010],""PRS"":[102000],""FX"":[6],""DO"":[13551],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.75169+08
"{""TMP"":[1600],""HR"":[6960],""PRS"":[102000],""FX"":[6],""DO"":[13609],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.749978+08
"{""TMP"":[1600],""HR"":[6990],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.745873+08
"{""TMP"":[1600],""HR"":[7040],""PRS"":[102000],""FX"":[6],""DO"":[13557],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.742667+08
"{""TMP"":[1600],""HR"":[7050],""PRS"":[102000],""FX"":[6],""DO"":[13557],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.740854+08
"{""TMP"":[1610],""HR"":[7000],""PRS"":[102000],""FX"":[6],""DO"":[13606],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.738457+08
"{""TMP"":[1600],""HR"":[7019],""PRS"":[102000],""FX"":[6],""DO"":[13559],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.736468+08
"{""TMP"":[1610],""HR"":[7030],""PRS"":[101900],""FX"":[6],""DO"":[13556],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.730908+08
"{""TMP"":[1600],""HR"":[7019],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.722844+08
