data,create_time
"{""TMP"":[2320],""HR"":[5100],""PRS"":[101700],""FX"":[6],""DO"":[13658],""wTMP"":[1880],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:09:33.086675+08
"{""TMP"":[2150],""HR"":[5460],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12286],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19125],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:09:12.354026+08
"{""TMP"":[2300],""HR"":[4980],""PRS"":[101800],""FX"":[6],""DO"":[13604],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:08:30.162395+08
"{""TMP"":[2150],""HR"":[5390],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12399],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19114],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:08:10.468929+08
"{""TMP"":[2290],""HR"":[4900],""PRS"":[101700],""FX"":[6],""DO"":[13657],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:07:27.245808+08
"{""TMP"":[2140],""HR"":[5340],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12440],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19127],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:07:08.611913+08
"{""TMP"":[2280],""HR"":[5100],""PRS"":[101800],""FX"":[6],""DO"":[13658],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:06:24.322739+08
"{""TMP"":[2130],""HR"":[5450],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12399],""wTMP"":[1880],""wPH"":[823],""WL"":[0],""wEC"":[19086],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:06:06.718691+08
"{""TMP"":[2270],""HR"":[5020],""PRS"":[101800],""FX"":[6],""DO"":[13604],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:05:21.405226+08
"{""TMP"":[2260],""HR"":[5010],""PRS"":[101800],""FX"":[6],""DO"":[13605],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:04:18.493552+08
"{""TMP"":[2170],""HR"":[5230],""PRS"":[101900],""FS"":[0],""FX"":[0],""DO"":[12403],""wTMP"":[1890],""WL"":[0],""wEC"":[19092],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:04:02.868862+08
"{""TMP"":[2300],""HR"":[5180],""PRS"":[101700],""FX"":[6],""DO"":[13656],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:03:15.582502+08
"{""TMP"":[2230],""HR"":[5320],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12263],""wTMP"":[1880],""wPH"":[824],""WL"":[0],""wEC"":[19123],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:02:59.107756+08
"{""TMP"":[2330],""HR"":[5130],""PRS"":[101700],""FX"":[6],""DO"":[13604],""wTMP"":[1910],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:02:12.654063+08
"{""TMP"":[2270],""HR"":[5220],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12306],""wTMP"":[1900],""wPH"":[824],""WL"":[0],""wEC"":[19086],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:01:57.178796+08
"{""TMP"":[2330],""HR"":[4930],""PRS"":[101700],""FX"":[6],""DO"":[13655],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:01:09.751539+08
"{""TMP"":[2330],""HR"":[4950],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12473],""wTMP"":[1890],""wPH"":[823],""WL"":[0],""wEC"":[19088],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:00:55.239051+08
"{""TMP"":[2330],""HR"":[4930],""PRS"":[101800],""FX"":[6],""DO"":[13551],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:00:06.815861+08
"{""TMP"":[2370],""HR"":[5000],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12423],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19097],""WD"":[3752],""JD"":[12201]}",4/11/2023 15:00:01.472733+08
"{""TMP"":[2320],""HR"":[5190],""PRS"":[101800],""FX"":[6],""DO"":[13604],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:59:03.904989+08
"{""TMP"":[2290],""HR"":[5310],""PRS"":[101700],""FX"":[6],""DO"":[13659],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:58:00.970831+08
"{""TMP"":[2260],""HR"":[5190],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12555],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19141],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:57:49.598471+08
"{""TMP"":[2300],""HR"":[5320],""PRS"":[101800],""FX"":[6],""DO"":[13552],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:56:58.051722+08
"{""TMP"":[2320],""HR"":[5320],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12441],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19121],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:56:47.768811+08
"{""TMP"":[2260],""HR"":[5300],""PRS"":[101800],""FX"":[6],""DO"":[13605],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:55:55.113333+08
"{""TMP"":[2260],""HR"":[5400],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12446],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19126],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:55:45.85546+08
"{""TMP"":[2250],""HR"":[5310],""PRS"":[101800],""FX"":[6],""DO"":[13603],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:54:52.190811+08
"{""TMP"":[2180],""HR"":[5570],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12395],""wTMP"":[1880],""wPH"":[823],""WL"":[0],""wEC"":[19148],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:54:43.973818+08
"{""TMP"":[2270],""HR"":[5290],""PRS"":[101800],""FX"":[6],""DO"":[13604],""wTMP"":[1880],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:53:49.271643+08
"{""TMP"":[2140],""HR"":[5580],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12223],""wTMP"":[1880],""wPH"":[823],""WL"":[0],""wEC"":[19102],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:53:42.073434+08
"{""TMP"":[2270],""HR"":[5280],""PRS"":[101700],""FX"":[6],""DO"":[13550],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:52:46.393855+08
"{""TMP"":[2290],""HR"":[5300],""PRS"":[101800],""FX"":[6],""DO"":[13657],""wTMP"":[1880],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:51:43.441177+08
"{""TMP"":[2090],""HR"":[5760],""PRS"":[101900],""FS"":[0],""FX"":[3],""DO"":[12343],""wTMP"":[1870],""wPH"":[823],""WL"":[0],""wEC"":[19164],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:51:38.314808+08
"{""TMP"":[2270],""HR"":[5400],""PRS"":[101800],""FX"":[6],""DO"":[13604],""wTMP"":[1880],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:50:40.513399+08
"{""TMP"":[2090],""HR"":[5840],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12283],""wTMP"":[1890],""wPH"":[822],""WL"":[0],""wEC"":[19102],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:50:36.434284+08
"{""TMP"":[2240],""HR"":[5340],""PRS"":[101800],""FX"":[6],""DO"":[13605],""wTMP"":[1870],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:49:37.554766+08
"{""TMP"":[2090],""HR"":[5800],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12287],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19154],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:49:34.550215+08
"{""TMP"":[2230],""HR"":[5390],""PRS"":[101800],""FX"":[6],""DO"":[13659],""wTMP"":[1870],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:48:34.656849+08
"{""TMP"":[2110],""HR"":[5690],""PRS"":[102000],""FS"":[0],""FX"":[0],""DO"":[12299],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19146],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:48:32.682949+08
"{""TMP"":[2240],""HR"":[5290],""PRS"":[101800],""FX"":[6],""DO"":[13604],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:47:31.726402+08
"{""TMP"":[2130],""HR"":[5560],""PRS"":[101900],""FS"":[0],""FX"":[2],""DO"":[12279],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19117],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:47:30.810324+08
"{""TMP"":[2160],""HR"":[5500],""PRS"":[101900],""FS"":[0],""FX"":[1],""DO"":[12279],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19114],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:46:28.933717+08
"{""TMP"":[2260],""HR"":[5250],""PRS"":[101800],""FX"":[6],""DO"":[13660],""wTMP"":[1870],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:46:28.80477+08
"{""TMP"":[2210],""HR"":[5300],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12163],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19098],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:45:52.145478+08
"{""TMP"":[2290],""HR"":[5200],""PRS"":[101700],""FX"":[6],""DO"":[13604],""wTMP"":[1880],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:45:25.906866+08
"{""TMP"":[2320],""HR"":[5130],""PRS"":[101700],""FX"":[6],""DO"":[13548],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:44:22.963568+08
"{""TMP"":[2270],""HR"":[5090],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12204],""wTMP"":[1890],""wPH"":[822],""WL"":[0],""wEC"":[19107],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:44:09.26641+08
"{""TMP"":[2300],""HR"":[5180],""PRS"":[101700],""FX"":[6],""DO"":[13603],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:43:20.053845+08
"{""TMP"":[2360],""HR"":[4890],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12560],""wTMP"":[1890],""wPH"":[823],""WL"":[0],""wEC"":[19102],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:43:07.395887+08
"{""TMP"":[2310],""HR"":[5160],""PRS"":[101800],""FX"":[6],""DO"":[13602],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:42:17.128636+08
"{""TMP"":[2450],""HR"":[4920],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12515],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19142],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:42:05.518508+08
"{""TMP"":[2350],""HR"":[5060],""PRS"":[101700],""FX"":[6],""DO"":[13600],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:41:14.639896+08
"{""TMP"":[2370],""HR"":[5190],""PRS"":[101900],""FS"":[0],""FX"":[3],""DO"":[12601],""wTMP"":[1880],""wPH"":[823],""WL"":[0],""wEC"":[19108],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:41:03.670791+08
"{""TMP"":[2360],""HR"":[4960],""PRS"":[101800],""FX"":[6],""DO"":[13605],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:40:11.313883+08
"{""TMP"":[2220],""HR"":[5350],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12592],""wTMP"":[1880],""wPH"":[823],""WL"":[0],""wEC"":[19107],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:40:01.74195+08
"{""TMP"":[2360],""HR"":[5130],""PRS"":[101700],""FX"":[6],""DO"":[13605],""wTMP"":[1910],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:39:08.398112+08
"{""TMP"":[2200],""HR"":[5320],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12432],""wTMP"":[1900],""wPH"":[823],""WL"":[0],""wEC"":[19067],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:38:59.798442+08
"{""TMP"":[2330],""HR"":[5100],""PRS"":[101800],""FX"":[6],""DO"":[13658],""wTMP"":[1920],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:38:05.481089+08
"{""TMP"":[2270],""HR"":[5090],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12422],""wTMP"":[1880],""wPH"":[824],""WL"":[0],""wEC"":[19092],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:37:57.863822+08
"{""TMP"":[2330],""HR"":[5110],""PRS"":[101800],""FX"":[6],""DO"":[13551],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:37:02.565969+08
"{""TMP"":[2220],""HR"":[5310],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12496],""wTMP"":[1890],""wPH"":[824],""WL"":[0],""wEC"":[19087],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:36:55.992067+08
"{""TMP"":[2340],""HR"":[5190],""PRS"":[101800],""FX"":[6],""DO"":[13550],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:35:59.654312+08
"{""TMP"":[2230],""HR"":[5290],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12414],""wTMP"":[1900],""wPH"":[824],""WL"":[0],""wEC"":[19056],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:35:54.103444+08
"{""TMP"":[2270],""HR"":[5270],""PRS"":[101800],""FX"":[6],""DO"":[13657],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:34:56.32567+08
"{""TMP"":[2240],""HR"":[5280],""PRS"":[102000],""FS"":[0],""FX"":[0],""DO"":[12375],""wTMP"":[1890],""wPH"":[824],""WL"":[0],""wEC"":[19077],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:34:52.183729+08
"{""TMP"":[2270],""HR"":[5160],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12425],""wTMP"":[1880],""wPH"":[825],""WL"":[0],""wEC"":[19074],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:34:06.337072+08
"{""TMP"":[2290],""HR"":[5250],""PRS"":[101700],""FX"":[6],""DO"":[13604],""wTMP"":[1880],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:33:53.448405+08
"{""TMP"":[2220],""HR"":[5330],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12427],""wTMP"":[1880],""wPH"":[824],""WL"":[0],""wEC"":[19090],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:32:48.393246+08
"{""TMP"":[2330],""HR"":[5020],""PRS"":[101800],""FX"":[6],""DO"":[13657],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:32:22.576632+08
"{""TMP"":[2190],""HR"":[5300],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12327],""wTMP"":[1880],""wPH"":[823],""WL"":[0],""wEC"":[19093],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:31:46.456946+08
"{""TMP"":[2230],""HR"":[5410],""PRS"":[101800],""FX"":[6],""DO"":[13604],""wTMP"":[1910],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:31:19.649896+08
"{""TMP"":[2220],""HR"":[5280],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12410],""wTMP"":[1890],""wPH"":[822],""WL"":[0],""wEC"":[19081],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:30:44.571985+08
"{""TMP"":[2210],""HR"":[5390],""PRS"":[101800],""FX"":[6],""DO"":[13658],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:30:16.741712+08
"{""TMP"":[2220],""HR"":[5190],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12599],""wTMP"":[1890],""wPH"":[822],""WL"":[0],""wEC"":[19091],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:29:42.698647+08
"{""TMP"":[2200],""HR"":[5320],""PRS"":[101800],""FX"":[6],""DO"":[13657],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:29:13.805841+08
"{""TMP"":[2250],""HR"":[5280],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12654],""wTMP"":[1890],""wPH"":[822],""WL"":[0],""wEC"":[19092],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:28:40.796746+08
"{""TMP"":[2200],""HR"":[5350],""PRS"":[101800],""FX"":[6],""DO"":[13551],""wTMP"":[1910],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:28:10.888004+08
"{""TMP"":[2180],""HR"":[5290],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12614],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19093],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:27:38.903938+08
"{""TMP"":[2230],""HR"":[5220],""PRS"":[101800],""FX"":[6],""DO"":[13604],""wTMP"":[1930],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:27:07.948625+08
"{""TMP"":[2240],""HR"":[5040],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12319],""wTMP"":[1900],""wPH"":[822],""WL"":[0],""wEC"":[19079],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:26:37.019294+08
"{""TMP"":[2270],""HR"":[5290],""PRS"":[101800],""FX"":[6],""DO"":[13606],""wTMP"":[1920],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:26:05.038361+08
"{""TMP"":[2330],""HR"":[5180],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12650],""wTMP"":[1900],""wPH"":[822],""WL"":[0],""wEC"":[19035],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:25:35.131474+08
"{""TMP"":[2260],""HR"":[5170],""PRS"":[101800],""FX"":[6],""DO"":[13602],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:25:02.123615+08
"{""TMP"":[2210],""HR"":[5340],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12634],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19090],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:24:33.236512+08
"{""TMP"":[2260],""HR"":[5210],""PRS"":[101900],""FX"":[6],""DO"":[13604],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:23:59.201236+08
"{""TMP"":[2110],""HR"":[5450],""PRS"":[101900],""FS"":[0],""FX"":[0],""DO"":[12667],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19106],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:23:31.35161+08
"{""TMP"":[2250],""HR"":[5190],""PRS"":[101800],""FX"":[6],""DO"":[13659],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:22:56.27676+08
"{""TMP"":[2130],""HR"":[5380],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12768],""wTMP"":[1890],""wPH"":[822],""WL"":[0],""wEC"":[19066],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:22:29.454244+08
"{""TMP"":[2270],""HR"":[5050],""PRS"":[101800],""FX"":[6],""DO"":[13605],""wTMP"":[1900],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:21:53.362962+08
"{""TMP"":[2140],""HR"":[5220],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12590],""wTMP"":[1880],""wPH"":[822],""WL"":[0],""wEC"":[19097],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:21:27.566441+08
"{""TMP"":[2310],""HR"":[5020],""PRS"":[101800],""FX"":[6],""DO"":[13658],""wTMP"":[1910],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:20:50.455818+08
"{""TMP"":[2220],""HR"":[5070],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12511],""wTMP"":[1870],""wPH"":[822],""WL"":[0],""wEC"":[19103],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:20:25.710319+08
"{""TMP"":[2330],""HR"":[5240],""PRS"":[101800],""FX"":[6],""DO"":[13604],""wTMP"":[1890],""wPH"":[400],""WL"":[0],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 14:19:47.503912+08
